Company,Type,Inches,RAM,Processor Name,Osys,MEMORY,TouchScreen,Graphic Card,KGs,X_RES,Y_RES,Price
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
DELL,Thin and Light Laptop,38 cm,8 GB,AMD Ryzen 3 Dual Core,Windows 11 ,256 GB SSD,No,No,1.8,1920,1080,34790
Acer,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.25,2880,1800,72990
ASUS,Laptop,16 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,No,1.88,1920,1200,59990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
ASUS,Thin and Light Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.5,1920,1200,69990
ASUS,Laptop,15.6 inch,8 GB,Intel Core i3 13th Gen,Windows 11 ,512 GB SSD,No,No,,,,45872
ASUS,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i3 12th Gen,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,44990
HP,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.74,1920,1080,67990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
Infinix,Thin and Light Laptop,13.46 inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.58,1920,1080,31990
ASUS,Thin and Light Laptop,14 Inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.5,1920,1200,65990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
Lenovo,Thin and Light Laptop,15.6 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,No,1.65,1920,1080,47490
HP,Laptop,15.6 inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,512 GB SSD,No,No,,,,34990
ASUS,Thin and Light Laptop,14 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.38,1920,1080,36990
Lenovo,2 in 1 Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.55,1920,1080,64990
AXL,Thin and Light Laptop,14.1 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,14990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.63,1920,1080,38990
Lenovo,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 12th Gen,Windows 11 ,512 GB SSD,No,No,1.63,1920,1080,39990
HP,Gaming Laptop,15.6 inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,64990
Infinix,Thin and Light Laptop,15.6 inch,8 GB,Intel Core i3 10th Gen,Windows 11 ,256 GB SSD,No,No,1.76,1920,1080,24990
Acer,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Quad Core,Windows 11 ,512 GB SSD,No,No,1.78,1920,1080,34990
HP,Laptop,14 inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,,1920,1080,68490
ASUS,2 in 1 Laptop,14 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,No,1.5,1920,1200,74990
Acer,Gaming Laptop,15.6 Inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.1,1920,1080,57990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,54990
ASUS,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.6,1920,1080,65990
ASUS,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,85990
ASUS,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i3 12th Gen,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,44990
Infinix,Thin and Light Laptop,14 inch,8 GB,Intel Core i3 10th Gen,Windows 11 ,512 GB SSD,No,No,1.24,1920,1080,38990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
Infinix,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.58,1920,1080,31990
ASUS,Handheld Gaming PC,7 Inch,16 GB,AMD Ryzen Z1 Octa Core,Windows 11 ,512 GB SSD,No,Yes,0.608,1920,1080,69990
ASUS,Gaming Laptop,17.3 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,Yes,2.6,1920,1080,59990
Acer,Thin and Light Laptop,15.6 inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,46990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
HP,Business Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.74,1366,768,29490
HP,Thin and Light Laptop,13.3 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,No,0.97,1920,1200,67990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
HP,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,1920,1080,34990
MSI,Gaming,15.6 Inch,16 GB,Intel Core i7 12th Gen,Windows 11 ,1 TB SSD,No,Yes,2.25,1920,1080,109990
ASUS,Thin and Light Laptop,14 Inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,512 GB SSD,No,No,1.6,1920,1080,37990
Lenovo,Thin and Light Laptop,15 inch,4 GB,Intel Core i3 11th Gen,Windows 10,256 GB SSD,No,No,2.47,1920,1080,36000
HP,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 13th Gen,Windows 11 ,1 TB SSD,No,No,1.6,1920,1080,67990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.8,1920,1080,34990
Lenovo,Thin and Light Laptop,35.56 cm,8 GB,Intel Core i3 12th Gen,Windows 11 ,512 GB SSD,No,No,1.43,1920,1080,44990
ASUS,Laptop,11.6 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,1.26,1366,768,20919
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
MSI,Gaming Laptop,15.6 inch,8 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,Yes,2.35,1920,1080,56990
Infinix,Business Laptop,15.6 inch,32 GB,Intel Core i9 12th Gen,Windows 11 ,1 TB SSD,No,No,1.8,1920,1080,80990
DELL,Thin and Light Laptop,15.6 inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,50050
Lenovo,Laptop,15.6 inch,16 GB,Intel Core i7 11th Gen,Windows 11 ,512 GB SSD,No,No,1.65,1920,1080,60790
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.63,1920,1080,46990
CHUWI,Laptop,14 inch,8 GB,Intel Core i3 10th Gen,Windows 11 ,512 GB SSD,No,No,1.4,1920,1200,23990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
MSI,Gaming,17.3 Inch,16 GB,Intel Core i7 13th Gen,Windows 11 ,1 TB SSD,No,Yes,2.6,1920,1080,127990
DELL,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.69,1920,1080,52650
SAMSUNG,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i7 13th Gen,Windows 11 ,512 GB SSD,No,No,1.58,1920,1080,89990
ASUS,Thin and Light Laptop,14 Inch,8 GB,Intel Core i3 12th Gen,Windows 11 ,512 GB SSD,Yes,No,1.5,1920,1080,49990
Acer,Thin and Light Laptop,15.6 inch,4 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.7,1920,1080,29990
Lenovo,Gaming Laptop,15.6 Inch,16 GB,Intel Core i7 13th Gen,Windows 11 ,512 GB SSD,No,Yes,2.4,1920,1080,114990
HP,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,1920,1080,34990
ASUS,Gaming Laptop,15.6 inch,32 GB,Intel Core i9 12th Gen,Windows 11 ,1 TB SSD,No,Yes,2.3,2560,1440,189990
ASUS,Thin and Light Laptop,14 Inch,8 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.4,1920,1080,59990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.8,1920,1080,34990
HP,Thin and Light Laptop,15.6 Inch,16 GB,AMD Ryzen 5 Quad Core,Windows 11 ,512 GB SSD,No,No,1.75,1920,1080,51990
HP,Chromebook,14 Inch,4 GB,Intel Celeron Dual Core,Chrome OS,64 GB EMMC Storage,No,No,1.49,1366,768,22990
Acer,Gaming Laptop,16 Inch,16 GB,Intel Core i7 13th Gen,Windows 11 ,1 TB SSD,No,Yes,2.6,1920,1200,124990
ASUS,2 in 1 Gaming Laptop,16 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,1 TB SSD,No,Yes,2,2560,1600,171990
HP,Thin and Light Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.46,1920,1080,57990
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
APPLE,Thin and Light Laptop,13.6 Inch,8 GB,Apple M2,Mac OS Monterey,256 GB SSD,No,No,1.24,2560,1664,107990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.63,1920,1080,38990
HP,Chromebook,14 Inch,4 GB,Intel Celeron Dual Core,Chrome OS,64 GB EMMC Storage,No,No,1.49,1366,768,22990
HP,Gaming Laptop,16.1 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,Yes,2.48,1920,1080,58990
DELL,Laptop,14 inch,8 GB,Intel Core i5 13th Gen,Windows 11 ,1 TB SSD,No,No,,,,66900
ASUS,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.39,2880,1800,97990
HP,Thin and Light Laptop,14 inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.41,1920,1080,58999
ASUS,2 in 1 Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,1 TB SSD,No,No,1.4,2880,1800,89990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
HP,Thin and Light Laptop,14 inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.46,1920,1080,38999
Infinix,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.24,1920,1080,40990
HP,Thin and Light Laptop,14 inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.41,1920,1080,65849
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
HP,Thin and Light Laptop,15.6 inch,4 GB,Intel Core i3 10th Gen,Windows 10,512 GB SSD,No,No,1.74,1920,1080,37990
Lenovo,Thin and Light Laptop,15.6 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,No,1.65,1920,1080,47490
APPLE,Thin and Light Laptop,13.3 Inch,8 GB,Apple M2,Mac OS Monterey,256 GB SSD,No,No,1.38,2560,1600,119990
Infinix,Thin and Light Laptop,13.46 inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.58,1920,1080,31990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
Primebook,Thin and Light Laptop,11 Inch,4 GB,MediaTek MediaTek MT8788,Prime OS,128 GB EMMC Storage,No,No,1.065,1366,768,15990
HP,Thin and Light Laptop,15.6 inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.75,1920,1080,55490
Acer,Laptop,15.6 inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,,,,41990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 12th Gen,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,40990
Acer,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3,Windows 11 ,512 GB SSD,No,No,1.7,1920,1080,34990
Lenovo,Thin and Light Laptop,15.6 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.65,1920,1080,54990
ASUS,Gaming Laptop,15.6 Inch,16 GB,Intel Core i7 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.2,1920,1080,115990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
Acer,Gaming Laptop,15.6 inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.5,1920,1080,74990
realme,Thin and Light Laptop,14 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.47,2160,1440,44999
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
HP,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.41,1920,1080,72990
Acer,Gaming Laptop,16 Inch,16 GB,Intel Core i9 13th Gen,Windows 11 ,1 TB SSD,No,Yes,2.6,1920,1200,159990
ASUS,Notebook,16 inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.8,1920,1200,59100
Acer,Thin and Light Laptop,14 Inch,8 GB,Intel Core i3 13th Gen,Windows 11 ,512 GB SSD,No,No,1.4,1920,1080,35990
HP,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,1920,1080,34990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.8,1920,1080,34990
DELL,Gaming,15.6 Inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.81,1920,1080,67990
Lenovo,2 in 1 Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.55,1920,1080,64990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.63,1920,1080,38990
HP,Thin and Light Laptop,15.6 Inch,8 GB,AMD Athlon Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,,,30990
HP,Gaming Laptop,15.6 inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,64990
ASUS,Thin and Light Laptop,15.6 inch,8 GB,Intel Celeron Dual Core,Windows 10,512 GB SSD,No,No,1.8,1366,768,30480
Acer,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.5,1920,1080,69990
ASUS,Gaming Laptop,15.6 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,1.8,1920,1080,69990
HP,Thin and Light Laptop,15.6 Inch,8 GB,AMD Athlon Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,,,30990
HP,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.41,2240,1400,80490
Infinix,Thin and Light Laptop,15.6 inch,32 GB,Intel Core i9 13th Gen,Windows 11 ,1 TB SSD,No,No,1.8,1920,1080,84990
walker,Laptop,14.1 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,,,13990
HP,Thin and Light Laptop,15.6 inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.75,1920,1080,69490
HP,Gaming Laptop,16.1 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,Yes,2.48,1920,1080,58990
Lenovo,Chromebook,14 inch,4 GB,Intel Celeron Dual Core,Chrome OS,64 GB EMMC Storage,No,No,1.4,1920,1080,18990
ASUS,Gaming Laptop,15.6 Inch,16 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,Yes,2.3,1920,1080,61990
ASUS,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,Yes,No,1.39,2880,1800,102890
ASUS,Gaming,15.6 inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,1 TB SSD,No,Yes,,1920,1080,69990
SAMSUNG,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.17,2880,1800,131990
HP,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 Pro,512 GB SSD,No,No,1.75,1920,1080,72999
ASUS,Thin and Light Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,1 TB SSD,No,No,1.4,2880,1800,79990
HP,Notebook,15.6 inch,4 GB,AMD Athlon Dual Core,DOS,256 GB SSD,No,No,1.47,1366,768,21799
HP,Gaming Laptop,15.6 Inch,8 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,63990
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
Lenovo,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 3 Quad Core,DOS,512 GB SSD,No,No,1.65,1920,1080,32990
Acer,Gaming Laptop,15.6 inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,Yes,2.5,1920,1080,72990
Lenovo,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,DOS,512 GB SSD,No,No,1.7,1920,1080,35990
HP,Gaming,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,Yes,2.23,1920,1080,67490
HP,Thin and Light Laptop,15.6 Inch,8 GB,AMD Athlon Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,,,30990
CHUWI,Laptop,14.1 inch,8 GB,Intel Celeron Dual Core 11th Gen,Windows 11 ,256 GB SSD,No,No,1.39,1920,1080,19990
SAMSUNG,Thin and Light Laptop,15.6 Inch,16 GB,Intel Core i7 13th Gen,Windows 11 ,512 GB SSD,No,No,1.58,1920,1080,89990
MSI,Gaming,15.6 Inch,16 GB,Intel Core i7 11th Gen,Windows 11 ,"1 TB HDD,256 GB SSD",No,Yes,1.86,1920,1080,68990
Primebook,Thin and Light Laptop,11.6 Inch,4 GB,MediaTek MediaTek MT8788,Prime OS,64 GB EMMC Storage,No,No,1.065,1366,768,13990
HP,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.69,1920,1080,51990
MSI,Thin and Light Laptop,14 Inch,16 GB,AMD Ryzen 7 Octa Core,Windows 11 ,512 GB SSD,No,No,1.4,1920,1080,59990
ASUS,Gaming Laptop,15.6 inch,8 GB,Intel Core i5 10th Gen,Windows 11 ,512 GB SSD,No,Yes,2.3,1920,1080,58500
HP,Thin and Light Laptop,15.6 inch,8 GB,Intel Celeron Dual Core,Windows 11 ,512 GB SSD,No,No,1.69,1920,1080,29900
MSI,Gaming Laptop,15.6 inch,16 GB,Intel Core i7 12th Gen,Windows 11 ,512 GB SSD,No,Yes,1.98,,,115990
Primebook,Thin and Light Laptop,11.6 Inch,4 GB,MediaTek MediaTek MT8788,Prime OS,128 GB EMMC Storage,No,No,1.065,1366,768,15990
HP,Gaming Laptop,16.1 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,Yes,2.48,1920,1080,58990
Lenovo,Gaming Laptop,15.6 inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.25,1920,1080,61990
ASUS,Thin and Light Laptop,14 inch,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.5,1920,1200,69990
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
Lenovo,Laptop,14 inch,4 GB,AMD Athlon Dual Core,DOS,256 GB SSD,No,No,,,,21990
ASUS,Gaming Laptop,15.6 Inch,16 GB,Intel Core i9 13th Gen,Windows 11 ,1 TB SSD,No,Yes,2.2,1920,1080,154990
HP,Thin and Light Laptop,14 inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.46,1920,1080,38999
SAMSUNG,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.58,1920,1080,74990
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
ASUS,Thin and Light Laptop,14 Inch,8 GB,AMD Ryzen 3 Quad Core,Windows 11 ,512 GB SSD,No,No,1.38,1920,1080,38990
DELL,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 10th Gen,Windows 10,"1 TB HDD,256 GB SSD",No,No,1.85,1920,1080,38500
Avita,Laptop,14.1 Inch,4 GB,Intel Celeron Dual Core,Windows 11 ,128 GB SSD,No,No,,1920,1080,16490
ASUS,Thin and Light Laptop,14 inch,4 GB,Intel Celeron Dual Core,Windows 11 ,256 GB SSD,No,No,1.6,1366,768,25990
Lenovo,Gaming Laptop,15.6 inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 10,512 GB SSD,No,Yes,2.25,1920,1080,66490
ASUS,2 in 1 Gaming Laptop,13.4 Inch,16 GB,AMD Ryzen 9 Octa Core,Windows 11 ,1 TB SSD,No,Yes,1.3,1920,1200,131990
HP,Thin and Light Laptop,33.78 cm,16 GB,Intel Core i5 12th Gen,Windows 11 ,512 GB SSD,No,No,1.32,1920,1200,85119
APPLE,Thin and Light Laptop,13.6 Inch,8 GB,Apple M2,Mac OS Monterey,256 GB SSD,No,No,1.24,2560,1664,106990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i5 11th Gen,Windows 11 ,512 GB SSD,No,No,1.8,1920,1080,47990
HP,Notebook,14 inch,8 GB,AMD Athlon Dual Core,Windows 11 ,1 TB HDD,No,No,,1366,768,23490
Lenovo,Gaming Laptop,15.6 Inch,16 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.25,1920,1080,56490
Acer,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Quad Core,Windows 11 ,512 GB SSD,No,No,1.78,1920,1080,39990
HP,Gaming Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,Yes,2.37,1920,1080,54990
ASUS,Thin and Light Laptop,15.6 Inch,8 GB,Intel Core i3 11th Gen,Windows 11 ,256 GB SSD,No,No,1.8,1920,1080,34990
ASUS,Thin and Light Laptop,14 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.4,1920,1080,63990
Lenovo,Gaming Laptop,15.6 Inch,16 GB,Intel Core i7 13th Gen,Windows 11 ,512 GB SSD,No,Yes,2.4,1920,1080,114990
ASUS,Laptop,16 Inch,16 GB,Intel Core i5 13th Gen,Windows 11 ,512 GB SSD,No,No,1.88,1920,1200,64990
DELL,Thin and Light Laptop,15.6 Inch,8 GB,AMD Ryzen 5 Hexa Core,Windows 11 ,512 GB SSD,No,No,1.68,1920,1080,53490
